index,index,Make,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
1968,6650,Chevrolet,2008,regular unleaded,219.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,29,18,1385,20320
1969,6651,Chevrolet,2008,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,22,1385,17935
1970,6652,Chevrolet,2008,regular unleaded,219.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,29,18,1385,19695
1971,6656,Chevrolet,2016,regular unleaded,197.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,24,1385,23835
1972,6657,Chevrolet,2016,regular unleaded,197.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,24,1385,22565
1973,6658,Chevrolet,2016,regular unleaded,197.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,24,1385,28420
1974,6659,Chevrolet,2016,regular unleaded,197.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,24,1385,22565
1975,6671,Chevrolet,2015,regular unleaded,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,25,1385,28195
1976,6672,Chevrolet,2015,regular unleaded,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,25,1385,25470
1977,6674,Chevrolet,2015,regular unleaded,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,25,1385,22340
1978,6676,Chevrolet,2015,regular unleaded,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,25,1385,23610
1979,6677,Chevrolet,2015,regular unleaded,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,25,1385,22340
1980,6678,Chevrolet,2016,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,27,1385,21625
1981,6682,Chevrolet,2016,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,27,1385,23120
1982,6683,Chevrolet,2016,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,27,1385,25020
1983,6684,Chevrolet,2016,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,27,1385,23120
1984,6685,Chevrolet,2017,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,27,1385,25125
1985,6687,Chevrolet,2017,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,27,1385,21680
1986,6689,Chevrolet,2017,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,27,1385,23225
1987,6795,Chevrolet,1999,regular unleaded,79.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,39,33,1385,2000
1988,6797,Chevrolet,2000,regular unleaded,79.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,38,31,1385,2000
1989,6800,Chevrolet,2001,regular unleaded,79.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,31,26,1385,12515
1990,6801,Mitsubishi,1994,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,23,18,436,2000
1991,6802,Mitsubishi,1994,regular unleaded,116.0,6.0,MANUAL,four wheel drive,2.0,Compact,Regular Cab Pickup,20,15,436,2000
1992,6803,Mitsubishi,1994,regular unleaded,151.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,23,18,436,2000
1993,6804,Mitsubishi,1995,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,23,18,436,2000
1994,6805,Mitsubishi,1996,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,23,18,436,2000
1995,6808,Mazda,2000,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,17,586,2138
1996,6810,Mazda,2001,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,17,586,28025
1997,6811,Mazda,2002,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,17,586,28075
1998,6814,Mazda,2002,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,17,586,28875
1999,6825,Mitsubishi,2017,regular unleaded,78.0,3.0,MANUAL,front wheel drive,4.0,Compact,Sedan,40,33,436,13995
2000,6826,Mitsubishi,2017,regular unleaded,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,42,35,436,16995
2001,6827,Mitsubishi,2017,regular unleaded,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,42,35,436,15195
2002,6939,Dodge,1990,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,15,1851,2000
2003,6940,Dodge,1990,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,15,1851,2000
2004,6941,Dodge,1991,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,16,1851,2000
2005,6942,Dodge,1991,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,16,1851,2000
2006,6943,Dodge,1992,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,16,1851,2000
2007,6944,Dodge,1992,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,16,1851,2000
2008,6945,Pontiac,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23,16,210,24250
2009,6946,Pontiac,2006,regular unleaded,196.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,21,15,210,27750
2010,6947,Pontiac,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,210,26140
2011,6948,Pontiac,2003,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,22,16,210,33790
2012,6949,Pontiac,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,24,17,210,25815
2013,6950,Pontiac,2003,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,22,16,210,30540
2014,6951,Pontiac,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,210,27590
2015,6952,Pontiac,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,24,17,210,24165
2016,6953,Pontiac,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,210,29740
2017,6954,Pontiac,2004,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,24,17,210,23335
2018,6955,Pontiac,2004,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,22,16,210,31035
2019,6956,Pontiac,2004,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,210,25885
2020,6957,Pontiac,2004,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,210,30235
2021,6958,Pontiac,2005,regular unleaded,200.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,21,15,210,30210
2022,6959,Pontiac,2005,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23,16,210,26040
2023,6960,Pontiac,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23,16,210,24520
2024,6961,Pontiac,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23,16,210,27890
2025,6962,Pontiac,2005,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23,16,210,30420
2026,6963,Pontiac,2005,regular unleaded,200.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,21,15,210,27700
2027,6964,Chevrolet,2005,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,29,19,1385,22280
2028,6965,Chevrolet,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,28,18,1385,24690
2029,6967,Chevrolet,2006,regular unleaded,242.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,26,18,1385,24930
2030,6971,Chevrolet,2006,regular unleaded,242.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,26,18,1385,23430
2031,6975,Mitsubishi,2002,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,436,27607
2032,6976,Mitsubishi,2002,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,19,15,436,27777
2033,6977,Mitsubishi,2002,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,17,14,436,29627
2034,6978,Mitsubishi,2002,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,21,16,436,22777
2035,6979,Mitsubishi,2002,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,17,14,436,32887
2036,6980,Mitsubishi,2002,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,436,31317
2037,6981,Mitsubishi,2002,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,19,15,436,25087
2038,6982,Mitsubishi,2002,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,21,16,436,25637
2039,6983,Mitsubishi,2003,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,19,15,436,27777
2040,6984,Mitsubishi,2003,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,19,15,436,25217
2041,6985,Mitsubishi,2003,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,436,27607
2042,6986,Mitsubishi,2003,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,21,16,436,22907
2043,6987,Mitsubishi,2003,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,17,14,436,32887
2044,6988,Mitsubishi,2003,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,17,14,436,29627
2045,6989,Mitsubishi,2003,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,21,16,436,25637
2046,6990,Mitsubishi,2003,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,436,31317
2047,6991,Mitsubishi,2004,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,19,15,436,26199
2048,6992,Mitsubishi,2004,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,17,14,436,25999
2049,6993,Mitsubishi,2004,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,17,14,436,28199
2050,6994,Mitsubishi,2004,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,19,15,436,23999
2051,6995,Mitsubishi,2004,regular unleaded,215.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,13,436,34999
2052,6996,Mitsubishi,2005,regular unleaded,215.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,17,13,436,35799
2053,6997,Mitsubishi,2006,regular unleaded,215.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,17,13,436,36159
2054,7000,Mazda,2004,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,23,16,586,28460
2055,7001,Mazda,2004,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,23,16,586,23490
2056,7002,Mazda,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,23,16,586,28515
2057,7003,Mazda,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,23,16,586,22115
2058,7004,Mazda,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,23,16,586,22950
2059,7005,Mazda,2006,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,23,16,586,28515
2060,7006,Mazda,2006,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,23,16,586,22950
2061,7007,Mazda,2006,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,23,16,586,22115
2062,7088,Ford,2017,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,27,18,5657,24645
2063,7129,Mazda,1995,regular unleaded,118.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,31,23,586,2000
2064,7131,Mazda,1996,regular unleaded,118.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,31,23,586,2000
2065,7134,Mazda,1997,regular unleaded,114.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,31,23,586,2000
2066,7135,Mazda,1992,regular unleaded,155.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,20,15,586,2000
2067,7136,Mazda,1992,regular unleaded,155.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,20,15,586,2000
2068,7137,Mazda,1992,regular unleaded,155.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,20,15,586,2000
2069,7138,Mazda,1992,regular unleaded,155.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,20,15,586,2000
2070,7139,Mazda,1993,regular unleaded,160.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,21,16,586,2000
2071,7140,Mazda,1993,regular unleaded,160.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,21,16,586,2000
2072,7141,Mazda,1993,regular unleaded,160.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,21,16,586,2000
2073,7142,Mazda,1993,regular unleaded,160.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,21,16,586,2000
2074,7143,Mazda,1994,regular unleaded,160.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,19,14,586,2000
2075,7144,Mazda,1994,regular unleaded,160.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,19,14,586,2000
2076,7145,Mazda,1994,regular unleaded,160.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,18,14,586,2000
2077,7146,Mazda,1994,regular unleaded,160.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,18,14,586,2000
2078,7168,Dodge,2003,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,32,25,1851,13030
2079,7169,Dodge,2003,premium unleaded (required),150.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,32,25,1851,17085
2080,7170,Dodge,2003,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,32,25,1851,15340
2081,7171,Dodge,2004,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,29,22,1851,14315
2082,7172,Dodge,2004,premium unleaded (required),150.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,32,25,1851,17640
2083,7173,Dodge,2004,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,32,25,1851,15800
2084,7175,Dodge,2004,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,32,25,1851,13490
2085,7176,Dodge,2004,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,29,22,1851,16625
2086,7177,Dodge,2005,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,32,25,1851,16110
2087,7178,Dodge,2005,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,32,25,1851,13800
2088,7180,Plymouth,1999,regular unleaded,132.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,36,24,535,2000
2089,7181,Plymouth,1999,regular unleaded,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,36,24,535,2000
2090,7182,Plymouth,1999,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,36,24,535,2000
2091,7183,Plymouth,1999,regular unleaded,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,36,24,535,2000
2092,7184,Plymouth,1999,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,36,24,535,2000
2093,7185,Plymouth,1999,regular unleaded,150.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,36,24,535,2000
2094,7186,Plymouth,2000,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,31,24,535,2000
2095,7187,Plymouth,2000,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,31,24,535,2044
2096,7188,Plymouth,2001,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30,24,535,12715
2097,7192,Volkswagen,2008,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,28,20,873,24315
2098,7196,Volkswagen,2008,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,28,20,873,24315
2099,7198,Volkswagen,2008,regular unleaded,150.0,5.0,MANUAL,front wheel drive,2.0,Compact,Convertible,28,20,873,23240
2100,7199,Volkswagen,2008,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,28,20,873,25740
2101,7201,Volkswagen,2008,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,28,20,873,25740
2102,7204,Volkswagen,2008,regular unleaded,150.0,5.0,MANUAL,front wheel drive,2.0,Compact,Convertible,28,20,873,23240
2103,7205,Volkswagen,2009,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,28,20,873,25990
2104,7206,Volkswagen,2009,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,28,20,873,25990
2105,7209,Volkswagen,2009,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,28,20,873,26990
2106,7212,Volkswagen,2009,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,28,20,873,26990
2107,7214,Volkswagen,2010,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,28,20,873,27390
2108,7219,Volkswagen,2010,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,28,20,873,27390
2109,7221,Volkswagen,2010,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,28,20,873,26390
2110,7224,Volkswagen,2010,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,28,20,873,26390
2111,7225,Chrysler,1994,regular unleaded,214.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,24,16,1013,2000
2112,7226,Chrysler,1995,regular unleaded,214.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,24,16,1013,2000
2113,7227,Chrysler,1996,regular unleaded,214.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,24,16,1013,2000
2114,7228,Oldsmobile,1994,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25,17,26,2000
2115,7229,Oldsmobile,1994,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25,17,26,2000
2116,7230,Oldsmobile,1994,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,24,15,26,2000
2117,7231,Oldsmobile,1994,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25,17,26,2000
2118,7232,Oldsmobile,1995,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,17,26,2000
2119,7233,Oldsmobile,1995,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,17,26,2000
2120,7234,Oldsmobile,1996,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27,17,26,2000
2121,7264,Nissan,2015,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,26,24,2009,21710
2122,7265,Nissan,2015,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,26,24,2009,20720
2123,7266,Nissan,2016,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,26,24,2009,21760
2124,7267,Nissan,2016,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,26,24,2009,20870
2125,7268,Nissan,2017,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,26,24,2009,22230
2126,7269,Nissan,2017,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,26,24,2009,21330
2127,7293,Honda,2015,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,28,19,2202,37775
2128,7294,Honda,2015,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,28,19,2202,35775
2129,7295,Honda,2015,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,28,19,2202,28975
2130,7296,Honda,2015,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,28,19,2202,37375
2131,7297,Honda,2015,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,28,19,2202,42030
2132,7298,Honda,2015,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,28,19,2202,44600
2133,7299,Honda,2015,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,28,19,2202,32275
2134,7300,Honda,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,28,19,2202,37650
2135,7301,Honda,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,28,19,2202,32550
2136,7302,Honda,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,28,19,2202,36050
2137,7303,Honda,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,28,19,2202,42305
2138,7304,Honda,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,28,19,2202,44875
2139,7305,Honda,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,28,19,2202,29400
2140,7306,Honda,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,28,19,2202,38050
2141,7307,Honda,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,28,19,2202,33500
2142,7317,Kia,2014,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,23,1720,25500
2143,7318,Kia,2014,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,23,1720,21500
2144,7321,Kia,2014,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,23,1720,23950
2145,7322,Kia,2015,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,23,1720,25790
2146,7323,Kia,2015,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,23,1720,21840
2147,7326,Kia,2015,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,23,1720,24340
2148,7328,Kia,2016,regular unleaded,178.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,39,28,1720,24140
2149,7329,Kia,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,24,1720,25140
2150,7330,Kia,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,24,1720,22140
2151,7411,Chrysler,2017,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,28,18,1013,30495
2152,7412,Chrysler,2017,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,28,18,1013,28595
2153,7413,Chrysler,2017,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,28,18,1013,37895
2154,7414,Chrysler,2017,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,28,18,1013,34495
2155,7438,Buick,2003,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27,17,155,34600
2156,7440,Buick,2004,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27,18,155,35250
2157,7442,Buick,2005,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27,18,155,35555
2158,7445,Toyota,1995,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33,25,2031,2000
2159,7446,Toyota,1996,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,32,26,2031,2000
2160,7447,Toyota,1997,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,34,26,2031,2000
2161,7448,Toyota,1997,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,32,25,2031,2178
2162,7449,Volkswagen,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,26280
2163,7451,Volkswagen,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,22440
2164,7452,Volkswagen,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,22440
2165,7453,Volkswagen,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,23995
2166,7455,Volkswagen,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,31790
